"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CNATREGISTRYID,A,20","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDELAY,A,6","CCUSPAYDISC,N,8","CSUPPAYDISC,N,8","CCUSPDISCDEL,I,4","CSUPPDISCDEL,I,4","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","CMEMO,M,11","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","CINDEPPAYAMN,$,8","TREMEXT,A,40","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1"
FLR,C,U,F.L.R. S.A. FABRIQUE LIEGEOISE,DE RESSORTS,RUE D'ELMER 102,,BE4020,,LIEGE WANDRE,F,0,,,,,BE,0425892455,,04/362.79.79,04/362.00.33,2,0,,,0.000000,,,0.000000,,,,,,,BE,,340028597456,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:30,M,,0425892455,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FLUCHARD,U,S,FLUCHARD ISABELLE,,,,BE,,,,0,,,,,,,N,,,1,3,,,,BSD,GD,0.000000,,,,615000,,,,BBRBBE,,,0,1,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,2004-03-16 00:00:00,2004-06-01 12:05:43,SCHILS,,,,,,,,,,SCHILS,2008-01-07 12:13:05,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FLY2FLY,C,U,DR. VT OCULA,Service Comptabilité Fournisseurs,CHSEE ROMAINE 171,,BE4300,,WAREMME,F,0,,,,,BE,0444746483,N,,,3,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:30,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FLYINGCA,C,U,FLYING CAM SA,Service Comptabilité Fournisseurs,RUE DU PASSAGE D'EAU 1,,BE4681,,OUPEYE HERMALLE-SOUS-ARGENTEAU,F,0,,,,,BE,0433096189,,04/227.31.03,04/227.15.65,144,0,,,0.000000,,,0.000000,,,,,,,BE,,240087535026,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0433096189,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FLYNN,C,U,FLYNN & MCNALLY,Service Comptabilité Fournisseurs,AVE DES TILLEULS 13/4,,BE4802,,VERVIERS HEUSY,F,0,,,,,,,N,087/26.67.70,087/26.67.70,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FMCE,C,U,FMCE SA,Service Comptabilité Fournisseurs,RUE CAHORDAY 15,,BE4671,,BLEGNY SAIVE,F,0,,,,,BE,0418680605,,04/223.32.15,04/222.42.57,66,0,,,0.000000,,,0.000000,,,,,,,BE,,340028065976,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-07-02 12:40:49,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCHATEA,C,S,FM SPRL,Service Comptabilité Fournisseurs,PLACE DU MARCHE 26B,,BE4651,,HERVE BATTICE,F,0,,,,,BE,0477939586,,087/30.64.60,087/88.30.81,331,0,,,0.000000,,,0.000000,,,,,,,BE,,068232194684,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2005-05-03 16:29:03,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FN,C,U,HERSTAL GROUP SA,Service Compta Fournisseurs,VOIE DE LIEGE 33,,BE4040,,HERSTAL,F,0,,,,,BE,0444340370,,04/240.81.11,04/240.88.99,322,0,,,0.000000,,,0.000000,,,,,,,BE,,240004400063,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2005-10-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0444340370,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FNAC,C,S,FNAC SA,Service Comptabilité Fournisseurs,RUE JOFFRE 3,,BE4000,,LIEGE 1,F,0,,,,,BE,0421506570,,04/232.71.11,04/222.21.13,4,248,,,0.000000,BSD,GD,21.000000,,,,612000,,,BE,,240002187857,,0,0,0,0,,30,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,2004-03-12 12:19:46,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0421506570,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FNCC,C,U,HERSTAL GROUP SERVICES,Service Comptabilité Fournisseurs,VOIE DE LIEGE 33,,BE4040,,HERSTAL,F,0,,,,,BE,0428043380,,04/240.89.40,04/240.86.26,8,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0428043380,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FNJOBE,C,U,FN JOBE SA,Service Comptabilité Fournisseurs,RUE MIERMONT 3,,BE4621,,FLERON RETINNE,F,0,,,,,BE,0456257811,,04/362.36.27,04/362.93.18,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-11-23 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0456257811,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FNNH,C,U,FN HERSTAL,Service Comptabilité Fournisseurs,VOIE DE LIEGE 33,,BE4040,,HERSTAL,F,0,,,,,BE,0441928931,,04/240.81.11,04/240.88.99,218,0,,,0.000000,,,0.000000,,,,,,,BE,,826001162704,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0441928931,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FNRS,U,S,FNRS,,,,BE,,,F,0,,,,,BE,,,,,1,6,,,,,,,,,,,,,,,001363999448,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2008-04-23 09:24:31,SCHILS,2008-04-24 15:26:26,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
FOCALE,C,S,FOCALE SPRL,Service Comptabilité Fournisseurs,VOIE DE L'ARDENNE 44,,BE4053,,CHAUDFONTAINE EMBOURG,F,0,,,,,BE,0461955669,,04/365.51.07,04/365.51.07,0,6,,,0.000000,,,0.000000,,,,,,,BE,,340061725077,,0,1,0,0,,30,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,ING,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0461955669,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOCUS,C,U,FOCUS ADVERTISING,Service Comptabilité Fournisseurs,GUILEGEMSESTRAAT 44,,BE8501,,KORTRIJK BISSEGEM,F,0,,,,,BE,0424507632,,058/35.50.50,058/37.45.75,3,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-02-08 12:06:12,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOCUSDAT,C,U,FOCUSDATA SPRL,Service Comptabilité Fournisseurs,RTE DE SOIRON 29,,BE4860,,PEPINSTER,F,0,,,,,BE,0480069430,,0486/31.77.11,081/63.59.69,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-12-06 14:02:53,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FOEDE,C,U,FOEDEREDFK,Service Comptabilité Fournisseurs,SINGELBEEKSTRAAT 12,,BE3500,,HASSELT,F,0,,,,,BE,0466466268,,,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0466466268,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOGUENNE,C,U,FOGUENNE ET ASSOCIES SPRL,CABINET D'AVOCATS,AVE DE SPA 46,,BE4800,,VERVIERS,F,0,,,,,,,N,087/27.92.68,087/37.78.51,72,1,,,,,,,,,,,,,BE,,777594079206,,0,0,0,0,30,,,,,,,,,,,STD,,,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2007-11-06 10:11:35,SCHILS,2008-08-04 16:09:31,A,000,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
FOIREAGR,C,U,FOIRE AGRICOLE DE BATTICE-HERVE GIE,Service Comptabilité Fournisseurs,BÖMKEN 14,,BE4850,,PLOMBIERES MONTZEN,F,0,,,,,BE,0440837878,,087/78.58.65,087/54.17.62,0,0,,,0.000000,,,0.000000,,,,,,,BE,,732603003985,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0440837878,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOLIA,U,S,FOLIA TEXTPRODUKTION,,ALANDS VASTERBY VASTBERGA 231,,SE,,740 20  UPPSALA,F,0,,,,,SE,969626813601,,,,1,5,,,,SDD,DD,21.000000,,,,601000,,,,,,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-10-22 14:31:27,SCHILS,2008-02-07 14:41:51,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,SE,Suède,0,,0,
FONDOPTI,C,U,FONDATION OPTICA,Service Comptabilité Fournisseurs,RUE PUITS-EN-SOCK 96-98,,BE4020,,LIEGE 2,F,0,,,,,,,N,04/247.05.72,04/341.05.72,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-05-22 12:19:49,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FONDRUR,C,U,FONDATION RURALE DE WALLONIE,A l'attention du l'Equipe Interne,RUE NETZER 1,,BE6700,,ARLON,F,0,,,,,BE,0415861170,,,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,0415861170,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FONDSPAR,C,U,FONDS DE PARTICIPATION,Service Comptabilité Fournisseurs,RUE DE LIGNE 1,,BE1000,,BRUXELLES,F,0,,,,,,,N,02/210.87.87,02/210.87.79,13,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FONLIER,C,U,COMPTOIR FONCIER SA,Service Comptabilité Fournisseurs,QUAI DE LA BATTE 4,,BE4500,,HUY,F,0,,,,,BE,0401465776,,085/23.13.01,085/21.11.66,0,0,,,0.000000,,,0.000000,,,,,,,BE,,636269250105,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-07-05 14:48:37,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FONTAINE,C,U,FONTAINE PHILIPPE,Service Comptabilité Fournisseurs,BLINDEF 13,,BE4141,,SPRIMONT LOUVEIGNE,F,0,,,,,BE,0603856474,,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,,2004-07-26 12:41:21,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FONTIN,C,U,GROUPE FONTIN-FONTINIMMO SA,Service Comptabilité Fournisseurs,RUE TOUSSAINT GERKENS 69,,BE4052,,CHAUDFONTAINE BEAUFAYS,F,0,,,,,BE,0471934989,,04/380.22.84,04/380.11.05,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2007-08-22 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-06-28 17:02:33,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FOODSAFE,C,U,FOOD SAFETY CONSULT SA,Service Comptabilité Fournisseurs,BLD DE COLONSTER 20,,BE4000,,LIEGE 1,F,0,,,,,BE,0859654778,,04/240.75.03,04/240.75.10,65,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-06-16 08:57:03,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCE,C,U,FORCE DE FRAPPE,Service Comptabilité Fournisseurs,VOIE DE LA COMMUNE 3,,BE4432,,ANS XHENDREMAEL,F,0,,,,,BE,0885312070,,04/227.99.19,04/227.16.07,104,0,,,0.000000,,,0.000000,,,,,,,BE,,068246385178,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-03-15 09:03:21,SCHILS,2008-08-04 16:09:31,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
FORCESVIVE,U,S,FORUM DES FORCES VIVES,,RUE PISSEROULE 283,,BE4800,,Ensival,,0,,,,,,,N,087/333588,,1,13,,,,BSD,GD,0.000000,,,,613200,,,,BBRBBE,001072268413,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,ING,0,,0,,,,,,,,,,,,SCHILS,2004-12-15 11:53:17,SCHILS,2008-01-07 12:13:05,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREM,C,U,FOREM CONSEIL LIEGE,Service Comptabilité Fournisseurs,VAL BENOÎT - QUAI BANNING 4,,BE4000,,LIEGE 1,F,0,,,,,,,N,04/229.11.11,04/254.57.25,24,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-12-23 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMBIE,C,U,FOREM FORMATION LIEGE,Service Comptabilité Fournisseurs,RUE JEAN SELYS LONGCHAMPS 2,,BE4460,,GRACE-HOLLOGNE BIERSET,F,0,,,,,,,X,04/239.78.02,04/247.58.72,9,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMCO,C,U,FOREM CONSEIL HUY,Service Comptabilité Fournisseurs,CHSEE DE LIEGE 49-51,,BE4500,,HUY,F,0,,,,,,,N,085/27.08.27,085/21.11.88,15,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-08-23 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMDIR,C,U,FOREM SUPPORT,SERVICE DEPENSES DIVERSES,BLD TIROU 104,,BE6000,,CHARLEROI,F,0,,,,,,,N,071/20.61.11,071/20.66.99,1323,0,,,0.000000,,,0.000000,,,,,,,BE,,091017005038,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMDIS,C,U,FOREM CONSEIL VERVIERS,Service Comptabilité Fournisseurs,RUE DU COLLEGE 1/3,,BE4800,,VERVIERS,F,0,,,,,,,N,087/59.03.11,087/33.29.25,51,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-09-23 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,0,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMFO,C,U,FOREM FORMATION LIEGE HUY,Service Comptabilité Fournisseurs,RUE ERNEST SOLVAY 13,,BE4000,,LIEGE 1,F,0,,,,,,,N,04/241.11.70,04/241.11.99,18,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMFOR,C,U,FOREM FORMATION,Service Comptabilité Fournisseurs,PARC IND - RUE BIOLLEUX 8,,BE4800,,VERVIERS PETIT-RECHAIN,F,0,,,,,,,N,087/32.71.01,087/33.22.35,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2004-08-23 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMFV,C,U,FOREM FORMATION,Service Comptabilité Fournisseurs,RUE DES CHAPELIERS 128,,BE4800,,VERVIERS ENSIVAL,F,0,,,,,,,N,087/32.54.70,087/33.21.99,22,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2005-10-10 00:00:00,3,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMHEU,C,U,FOREM FORMATION VERVIERS,Service Comptabilité Fournisseurs,RUE JEAN GOME 8,,BE4802,,VERVIERS HEUSY,F,0,,,,,,,X,087/47.91.53,087/22.14.55,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREML,C,U,FOREM,Service Fournisseurs,QUAI BANNING 4,,BE4000,,LIEGE 1,F,0,,,,,,,X,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,,2004-12-09 20:35:16,SCHILS,2008-08-04 16:09:31,A,000,,,0,0,1,1,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMLG,C,U,FOREM FORMATION,Service Comptabilité Fournisseurs,RUE BOIS D'AVROY 27,,BE4000,,LIEGE 1,F,0,,,,,,,X,04/229.67.64,04/253.39.84,7,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMST,C,U,ALPHA LIBRAIRIE UNIVERSITAIRE,Réf. P00187F0039,RUE DE TERMONDE 140-142,,BE1083,,BRUXELLES GANSHOREN,F,0,,,,,,,N,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2004-09-23 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
FOREMV,C,U,FOREM FORMATIONS VERVIERS,Service Comptabilité Fournisseurs,RUE DES CHAPELIERS 128,,BE4800,,VERVIERS ENSIVAL,F,0,,,,,,,N,087/32.54.90,087/33.21.99,9,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2004-08-23 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:31,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
