"AID,A,10","AISTITLE,L,1","HEADING1,A,40","HEADING2,A,40","ACAT,A,3","AINTCAT,A,10","ACATCOMM,A,1","ADBCD,A,1","AISCOST,L,1","AVATTYPE,A,1","AVATENAT1,A,3","AVATENAT2,A,3","AVATECMP,N,8","AVATNNAT1,A,3","AVATNNAT2,A,3","AVATNCMP,N,8","AVATINAT1,A,3","AVATINAT2,A,3","AVATICMP,N,8","AISSUMMARY,L,1","AISSTATUS,L,1","AISREADONL,L,1","AISSECRET,L,1","VTRAVFA,L,1","AISMATCH,L,1","HISINTRASTAT,L,1","AMATCHNO,I,4","ABALANCE,A,10","AREM,A,35","ABOFFDEB,A,10","ABOFFCRED,A,10","ABINTDEB,A,10","ABINTCRED,A,10","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","AVATCAS,L,1","AMEMO,M,11","COST_DEPART,A,5","COSTRDEPART,L,1","ASECONDID,A,10","AFREE,A,40","DEPACC,A,10","PROVACC,A,10","PRCNDCHARGES,N,8","PRCPRIVATE,N,8","ACCTSECONDID,L,1","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","COSTRPERS,L,1","COST_PERS,A,6","COSTRMAGASIN,L,1","COST_MAGASIN,A,10","TYPENDCHARGES,A,3","AFIXTYPE,A,10","ASLEEPING,L,1","DISCADVNOT,L,1"
451200,0,Compte courant admin. T.V.A. à payer,Rekening courant admin. te betalen B.T.W,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
451800,0,Taxe d'égalisation due,Verschuldigde egalisatietaks,,,,,0,,,,,,,,,,,1,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
452,1,Impôts et taxes à payer,Te betalen belastingen en taksen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
452000,0,Impôts belges à payer sur le résultat,Te betalen Belgische belastingen op wins,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
4525,1,Autres impôts et taxes belges à payer,Andere te betalen Belgische belastingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
452500,0,Précompte immobilier à payer,Te betalen onroerende voorheffing,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
452510,0,Impôts communaux à payer,Te betalen gemeentebelastingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
452520,0,Impôts provinciaux à payer,Te betalen provinciale belastingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
452530,0,Autres impôts et taxes à payer,Overige te betalingen belastingen en tak,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
452800,0,Impôts et taxes étrangers à payer,Buitenlandse te betalen belastingen en t,,VATDEF,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 16:13:17,M,,0,,0,,,,0,0
452900,0,Impôts à payer contestés,Betwiste te betalen belastingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
453,1,Précomptes retenus,Ingehouden voorheffingenen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
453000,0,Précompte prof. retenu sur rémunérations,Ingehouden bedrijfsvoorheffing op bezold,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
453200,0,Précompte mobilier retenu sur dividendes,Ingehouden roer. voorheffing op dividend,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
453300,0,Précompte mob. retenu sur intérêts payés,Ingehouden roer. voorheffing op betaalde,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
453800,0,Autres précomptes retenus,Overige ingehouden voorheffingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
454,1,Office National de la Séc. Soc. à payer,Rijksdienst voor Sociale Zekerheid,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
454000,0,O.N.S.S. - Arriérés à payer,R.S.Z. - Achterstallen te betalen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
454100,0,O.N.S.S. - ler trimestre à payer,R.S.Z. - 1ste kwartaal,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
454200,0,O.N.S.S. - 2ème trimestre à payer,R.S.Z. - 2de kwartaal,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
454300,0,O.N.S.S. - 3ème trimestre à payer,R.S.Z. - 3de kwartaal,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
454400,0,O.N.S.S. - 4ème trimestre à payer,R.S.Z. - 4de kwartaal,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
455,1,Rémunérations à payer,Bezoldigingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
455000,0,"Rémun. administrateurs, gérants à payer","Bezoldigingen administr, beheerders",,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
455100,0,Rémun. direction à payer,Bezoldigingen directie,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
455200,0,Rémun. employés à payer,Bezoldigingen bedienden,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
455300,0,Rémun. ouvriers à payer,Bezoldigingen arbeiders,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
456,1,Pécules de vacances à payer,Vakantiegeld,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
456000,0,Pécules de vacances direction à payer,Vakantiegeld directie,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
456100,0,Pécules de vacances employés à payer,Vakantiegeld bedienden,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
456200,0,Pécules de vacances ouvriers à payer,Vakantiegeld arbeiders,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459,1,Autres dettes sociales,Andere sociale schulden,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459000,0,Provision pour gratific. fin d'année,Voorzieningen voor eindejaarspremies,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459100,0,Départs de personnel,Afvloeiing personeel,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459200,0,Oppositions sur rémunérations,Bezoldigingen saldo,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
4593,1,Assurances relat. au personnel à payer,Te betalen personeelsverzekering,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459300,0,Assurance loi à payer,Te betalen wetsverzekering,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459310,0,Assurance salaire garanti à payer,Te betalen gewaarborgd loon,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459320,0,Assurance groupe à payer,Te betalen groepsverzekering,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459330,0,Assurances individuelles à payer,Te betalen individuele verzekering,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459340,0,Assurance respons. civile à payer,Te betalen verzekering burgerlijke aansp,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459350,0,Assurance dirigeant d'entr. à payer,Te betalen bestuurdersverzekering,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459360,0,Assurances diverses du pers. à payer,Te betalen diverse verzekeringen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459400,0,Caisse d'assurances soc. pour indép.,Sociale verzekeringskas voor zelfstandig,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
459700,0,Dettes et provisions sociales diverses,Diverse sociale schulden en voorzieninge,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
46,1,Acomptes reçus sur commandes,Ontvang.vooruitbetalingen op bestelling,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
460000,0,Acomptes reçus sur commandes,Ontvang.vooruitbetalingen op bestelling,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
47,1,Dettes suite à l'affect. des résultats,Schuld.uit de bestemming van het result.,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
470,1,Dividendes-tantièmes d'ex. ant. à payer,Dividend.en tantièmes over vorige boekj.,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
470000,0,Dividendes-tantièmes d'ex. ant. à payer,Dividend.en tantièmes over vorige boekj.,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
471,1,Dividendes de l'exercice à payer,Dividenden over het boekjaar,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
471000,0,Dividendes de l'exercice à payer,Dividenden over het boekjaar,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
472,1,Tantièmes de l'exercice à payer,Tantièmes over het boekjaar,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
472000,0,Tantièmes de l'exercice à payer,Tantièmes over het boekjaar,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
473,1,Autres allocataires à payer,Andere Rechthebbenden,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
473000,0,Autres allocataires à payer,Andere Rechthebbenden,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
48,1,dettes diverses,Diverse schulden,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
480,1,Obligations et coupons échus (dettes),Vervallen obligaties en coupons,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
480000,0,Obligations et coupons échus (dettes),Vervallen obligaties en coupons,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
481,1,Actionnaires - capital à rembourser,Aandeelhouders - Terug te betalen kapita,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
481000,0,Actionnaires - capital à rembourser,Aandeelhouders - Terug te betalen kapita,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
482,1,Participation du personnel à payer,Personeelsaandelen - Te betalen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
482000,0,Participation du personnel à payer,Personeelsaandelen - Te betalen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
483,1,Acomptes reçus d'autres tiers à - d'1 an,Ontvangen voorschotten van derden < 1 ja,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
483000,0,Acomptes reçus d'autres tiers à - d'1 an,Ontvangen voorschotten van derden < 1 ja,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
484,1,Emballages et matériels consignés,Verpakkingen en materieel in bewaring ge,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
484000,0,Emballages et matériels consignés,Verpakkingen en materieel in bewaring ge,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
488,1,Cautionnements reçus en numéraire,Borgtochten ontvangen in contanten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
488000,0,Cautionnements reçus en numéraire,Borgtochten ontvangen in contanten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
489,1,Autres dettes diverses,Andere diverse schulden,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
489200,0,Compte crt des associés en SPRL à payer,Rekening courant vennoten BVBA,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
489300,0,Compte crt des admin. & gérants à payer,Rekening courant adminstratieven & bestu,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
49,1,Comptes de régularisation et cptes d'att,Overlopende rekeningen en wachtreken.,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
490,1,Charges à reporter,Over te dragen kosten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
490000,0,Charges à reporter,Over te dragen kosten,,,,,0,,,,,,,,,,,0,0,0,0,0,1,0,2,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
491,1,Produits acquis,Verkregen opbrengsten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
4910,1,Produits d'exploitation acquis,Verkregen bedrijfsopbrengsten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
491000,0,"Ristournes, rabais à obtenir",Verkregen kortingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
491010,0,Commissions à obtenir,Verkregen commissies,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
491020,0,Autres produits d'exploitation acquis,Verkregen andere bedrijfsopbrengsten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
4911,1,Produits financiers acquis,Verkregen financiële opbrengsten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
491100,0,Intérêts courus et non échus / prêts,Vervallen en niet verv. Intresten / leni,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
491110,0,Autres produits financiers acquis,Verkregen andere financiële opbrengsten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
492,1,Charges à imputer,Toe te rekenen kosten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
492000,0,Charges à imputer,Toe te rekenen kosten,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,LIABILIT,,,,,,2000-03-18 14:59:50,2000-03-18 14:59:50,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
