"HID,A,10","HDBK,A,4","HFYEAR,A,5","HMONTH,I,4","HDOCNO,I,4","HORDERNO,I,4","HDBTYPE,A,3","HYEAR,I,4","HCUSSUP,A,10","HDOCDATE,D,4","HDUEDATE,D,4","HREM,A,40","HAMOUNT,$,8","HCURRENCY,A,3","HCURAMN,$,8","HBASE,$,8","HVATCODE,A,10","HTAX,$,8","HTAXND,$,8","HSTATUS,A,1","HMATCHNO,I,4","HCLASS,A,1","HTEMP,L,1","HISCOST,L,1","HORIGIN,A,1","COST_DEPART,A,5","CONVCLASS,A,1","INTUSE1,I,4","COST_PER,A,6","COST_PERS,A,6","COST_MAGASIN,A,10"
451100,A02,2003,9,2003070,3,PUR,2003,SKYNET,2003-09-01,2003-11-30,SKYNET,8.680000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003071,3,PUR,2003,EASY,2003-09-01,2003-11-30,EASY,47.250000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003072,7,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,0.480000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003072,8,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,0.420000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003072,9,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,0.420000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003072,10,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,0.400000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003072,11,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,0.180000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003073,7,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,4.700000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003073,8,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,4.130000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003073,9,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,4.130000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003073,10,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,3.940000,,,,,,,,,,,0,,,,,,,
451100,A02,2003,9,2003073,11,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,1.880000,,,,,,,,,,,0,,,,,,,
451100,A03,2003,1,2003001,3,PUR,2003,VW,2003-01-15,2003-02-14,VW,2100.000000,,,,,,,,,,,0,,,,,,,
451100,A03,2003,1,2003002,3,PUR,2003,VW,2003-01-30,2003-03-01,Car Kit,27.770000,,,,,,,,,,,0,,,,,,,
451100,A03,2003,1,2003003,3,PUR,2003,VANBREDA,2003-01-31,2003-01-31,Photocopieuse Minolta,118.020000,,,,,,,,,,,0,,,,,,,
451100,A03,2003,2,2003005,3,PUR,2003,VW,2003-02-15,2003-03-17,Camionette,2776.860000,,,,,,,,,,,0,,,,,,,
451100,A03,2003,2,2003006,4,PUR,2003,DELL,2003-02-15,2003-04-30,10 Postes d'encodages,4338.840000,,,,,,,,,,,0,,,,,,,
451100,A03,2004,3,2004001,3,PUR,2004,VW,2004-03-30,2004-04-29,VW,3034.500000,,,,,,,,,,,0,,,,,,,
451100,A99,2001,1,20010002,3,PUC,2001,ACE,2001-01-01,2001-03-31,ACE,-19.610000,BEF,-791.000000,,,,,,,,,0,,,,,,,
451100,A99,2001,6,20010003,3,PUC,2001,ACE,2001-06-22,2001-08-31,ACE,-18.590000,BEF,-750.000000,,,,,,,,,0,,,,,,,
451100,BBL,2001,2,20010001,1,CAS,2001,,2001-02-01,2001-02-01,,5.210000,BEF,210.000000,,,,,,,,,0,,,,,,,
451100,BBL,2001,2,20010002,1,CAS,2001,,2001-02-01,2001-02-01,,10.410000,BEF,420.000000,,,,,,,,,0,,,,,,,
451100,DI0,2002,0,20020001,30,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,38334.850000,,,,,,,,,O,,0,,,,,,,
451100,DI0,2003,0,20030001,30,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,61176.460000,,,,,,,,,O,,0,,,,,,,
451100,DI0,2004,0,20040001,34,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,76559.360000,,,,,,,,,O,,0,,,,,,,
451100,DI0,2005,0,20050001,35,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,79889.950000,,,,,,,,,O,,0,,,,,,,
451100,PR$,2001,12,101200016,4,PRI,2001,,2001-12-31,2001-12-31,BEF  -> EUR   ORIGINAL BALANS REBUILDING,-0.010000,,,,,,,,,E,,0,,,,,,,
453000,DI0,2002,0,20020001,31,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-16820.910000,,,,,,,,,O,,0,,,,,,,
453000,DI0,2003,0,20030001,31,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,-16820.910000,,,,,,,,,O,,0,,,,,,,
453000,DI0,2004,0,20040001,35,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,-16820.910000,,,,,,,,,O,,0,,,,,,,
453000,DI0,2005,0,20050001,36,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,-16820.910000,,,,,,,,,O,,0,,,,,,,
453000,DI2,2001,1,20010003,26,PRI,2001,,2001-01-01,2001-01-01,,-16820.910000,BEF,-678554.000000,,,,,,,,,0,,,,,,,
454100,DI0,2002,0,20020001,32,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-19495.410000,,,,,,,,,O,,0,,,,,,,
454100,DI0,2003,0,20030001,32,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,-19495.410000,,,,,,,,,O,,0,,,,,,,
454100,DI0,2004,0,20040001,36,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,-19495.410000,,,,,,,,,O,,0,,,,,,,
454100,DI0,2005,0,20050001,37,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,-19495.410000,,,,,,,,,O,,0,,,,,,,
454100,DI2,2001,1,20010003,27,PRI,2001,,2001-01-01,2001-01-01,,-19495.410000,BEF,-786443.000000,,,,,,,,,0,,,,,,,
454200,DI0,2002,0,20020001,33,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-18112.690000,,,,,,,,,O,,0,,,,,,,
454200,DI0,2003,0,20030001,33,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,-18112.690000,,,,,,,,,O,,0,,,,,,,
454200,DI0,2004,0,20040001,37,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,-18112.690000,,,,,,,,,O,,0,,,,,,,
454200,DI0,2005,0,20050001,38,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,-18112.690000,,,,,,,,,O,,0,,,,,,,
454200,DI2,2001,1,20010003,28,PRI,2001,,2001-01-01,2001-01-01,,-18112.690000,BEF,-730664.000000,,,,,,,,,0,,,,,,,
455100,BBL,2002,3,20020006,13,CAS,2002,,2002-03-30,2002-03-30,,1102.010000,,,,,,,,,,,0,,,,,,,
455100,DI0,2003,0,20030001,34,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,1102.010000,,,,,,,,,O,,0,,,,,,,
455100,DI0,2004,0,20040001,38,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,1102.010000,,,,,,,,,O,,0,,,,,,,
455100,DI0,2005,0,20050001,39,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,1102.010000,,,,,,,,,O,,0,,,,,,,
455200,BBL,2002,2,20020005,1,CAS,2002,,2002-02-22,2002-02-22,,11295.390000,,,,,,,,,,,0,,,,,,,
455200,DI0,2002,0,20020001,34,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-1293.240000,,,,,,,,,O,,0,,,,,,,
455200,DI0,2003,0,20030001,35,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,10002.150000,,,,,,,,,O,,0,,,,,,,
455200,DI0,2004,0,20040001,39,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,10002.150000,,,,,,,,,O,,0,,,,,,,
455200,DI0,2005,0,20050001,40,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,10002.150000,,,,,,,,,O,,0,,,,,,,
455200,DI2,2001,1,20010003,29,PRI,2001,,2001-01-01,2001-01-01,,-1293.240000,BEF,-52169.000000,,,,,,,,,0,,,,,,,
455300,BBL,2002,2,20020005,3,CAS,2002,,2002-02-22,2002-02-22,,11044.180000,,,,,,,,,,,0,,,,,,,
455300,DI0,2003,0,20030001,36,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,11044.180000,,,,,,,,,O,,0,,,,,,,
455300,DI0,2004,0,20040001,40,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,11044.180000,,,,,,,,,O,,0,,,,,,,
455300,DI0,2005,0,20050001,41,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,11044.180000,,,,,,,,,O,,0,,,,,,,
456100,DI0,2002,0,20020001,35,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-16768.580000,,,,,,,,,O,,0,,,,,,,
456100,DI0,2003,0,20030001,37,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,-16768.580000,,,,,,,,,O,,0,,,,,,,
456100,DI0,2004,0,20040001,41,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,-16768.580000,,,,,,,,,O,,0,,,,,,,
456100,DI0,2005,0,20050001,42,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,-16768.580000,,,,,,,,,O,,0,,,,,,,
456100,DI2,2001,1,20010003,30,PRI,2001,,2001-01-01,2001-01-01,,-16768.580000,BEF,-676443.000000,,,,,,,,,0,,,,,,,
471000,DI0,2003,0,20030001,38,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,-206471.270000,,,,,,,,,O,,0,,,,,,,
471000,DI0,2004,0,20040001,42,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,-206471.270000,,,,,,,,,O,,0,,,,,,,
471000,DI0,2005,0,20050001,43,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,-206471.270000,,,,,,,,,O,,0,,,,,,,
471000,DI1,2002,12,20020010,5,PRI,2002,,2002-12-31,2002-12-31,,-206471.270000,,,,,,,,,,,0,,,,,,,
483000,DI0,2002,0,20020001,36,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,19531.210000,,,,,,,,,O,,0,,,,,,,
483000,DI0,2003,0,20030001,39,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,19531.210000,,,,,,,,,O,,0,,,,,,,
483000,DI0,2004,0,20040001,43,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,19531.210000,,,,,,,,,O,,0,,,,,,,
483000,DI0,2005,0,20050001,44,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,19531.210000,,,,,,,,,O,,0,,,,,,,
483000,DI2,2001,1,20010003,31,PRI,2001,,2001-01-01,2001-01-01,,19531.210000,BEF,787887.000000,,,,,,,,,0,,,,,,,
490000,DI0,2002,0,20020001,37,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,1129.280000,,,,,,,,,O,,0,,,,,,,
490000,DI1,2002,1,20020007,1,PRI,2002,,2002-01-01,2002-01-01,,-1129.280000,,,,,,,T,1,,0,0,,,,,,,
490000,DI2,2001,1,20010003,32,PRI,2001,,2001-01-01,2001-01-01,,1129.280000,BEF,45555.000000,,,,,T,1,,0,0,,,,,,,
493200,DI0,2002,0,20020001,38,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-1377.170000,,,,,,,,,O,,0,,,,,,,
493200,DI1,2002,1,20020008,1,PRI,2002,,2002-01-01,2002-01-01,,1377.170000,,,,,,,T,1,,0,0,,,,,,,
493200,DI2,2001,1,20010003,33,PRI,2001,,2001-01-01,2001-01-01,,-1377.170000,BEF,-55555.000000,,,,,T,1,,0,0,,,,,,,
499000,DI2,2001,1,20010001,12,PRI,2001,,2001-01-01,2001-01-01,CUSTOMER OPEN,-57315.310000,BEF,-2312094.000000,,,,,,,,,0,,,,,,,
499000,DI2,2001,1,20010002,10,PRI,2001,,2001-01-01,2001-01-01,SUPPLIER OPEN,9637.950000,BEF,388794.000000,,,,,,,,,0,,,,,,,
499000,DI2,2001,1,20010003,37,PRI,2001,,2001-01-01,2001-01-01,,47677.360000,BEF,1923300.000000,,,,,,,,,0,,,,,,,
550100,DI0,2002,0,20020001,39,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,28784.010000,,,,,,,,,O,,0,,,,,,,
550100,DI0,2003,0,20030001,40,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,30133.020000,,,,,,,,,O,,0,,,,,,,
550100,DI0,2004,0,20040001,44,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,30133.020000,,,,,,,,,O,,0,,,,,,,
550100,DI0,2005,0,20050001,45,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,30133.020000,,,,,,,,,O,,0,,,,,,,
550100,GB1,2001,1,20010001,2,CAS,2001,ACE,2001-01-01,2001-01-01,,471.000000,DEM,1000.000000,,,,,,3,,0,0,,,,,,,
550100,GB1,2001,1,20010002,2,CAS,2001,ACE,2001-01-08,2001-01-08,,24.790000,BEF,1000.000000,,,,,,4,,0,0,,,,,,,
550100,GB1,2001,1,20010003,2,CAS,2001,ATLASED1,2001-01-01,2001-01-01,,-644.520000,CHF,-1000.000000,,,,,,1,,0,0,,,,,,,
550100,GB1,2001,1,20010005,2,CAS,2001,ATLASED1,2001-01-01,2001-01-01,,-95575.970000,CHF,-154221.000000,,,,,,8,,0,0,,,,,,,
550100,GB1,2001,1,20010006,2,CAS,2001,ATLASED1,2001-01-01,2001-01-01,,-95575.970000,CHF,-154221.000000,,,,,,9,,0,0,,,,,,,
550100,GB1,2001,1,20010007,2,CAS,2001,ATLASED1,2001-01-01,2001-01-01,,-95575.970000,CHF,-154221.000000,,,,,,10,,0,0,,,,,,,
550100,GB1,2001,1,20010008,2,CAS,2001,ACE,2001-01-01,2001-01-01,,195.360000,BEF,7881.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010008,4,CAS,2001,AGFA,2001-01-01,2001-01-01,,572.630000,BEF,23100.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010008,6,CAS,2001,ARTHAUD,2001-01-01,2001-01-01,,12008.430000,FRF,74526.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010008,8,CAS,2001,ATLASED1,2001-01-01,2001-01-01,,271.290000,CHF,456.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010009,2,CAS,2001,ADDELHAIZE,2001-01-01,2001-01-01,,161.730000,BEF,6524.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,2,CAS,2001,ACE,2001-01-30,2001-01-30,,30.000000,BEF,1210.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,4,CAS,2001,AGFA,2001-01-30,2001-01-30,,1016.360000,,0.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,7,CAS,2001,ALTRIPAN,2001-01-30,2001-01-30,,6.620000,BEF,267.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,9,CAS,2001,ARBO,2001-01-30,2001-01-30,,4131.520000,BEF,166665.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,11,CAS,2001,ARTHAUD,2001-01-30,2001-01-30,,848.990000,FRF,5569.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,13,CAS,2001,ASMA,2001-01-30,2001-01-30,,2230.740000,BEF,89988.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,15,CAS,2001,ATLASED1,2001-01-30,2001-01-30,,1000.000000,CHF,1000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,17,CAS,2001,ATUNMED,2001-01-30,2001-01-30,,6470.390000,DEM,12655.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,19,CAS,2001,BASF,2001-01-30,2001-01-30,,45662.140000,BEF,1842006.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,21,CAS,2001,BECKERS,2001-01-30,2001-01-30,,110.160000,BEF,4444.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,23,CAS,2001,ACE,2001-01-30,2001-01-30,,-195.290000,BEF,-7878.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010010,25,CAS,2001,ADDELHAIZE,2001-01-30,2001-01-30,,-85.130000,BEF,-3434.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010011,2,CAS,2001,ACE,2001-01-30,2001-01-30,,1140.210000,BEF,45996.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010011,4,CAS,2001,AGFA,2001-01-30,2001-01-30,,1000.000000,,0.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010011,6,CAS,2001,ATLASED1,2001-01-30,2001-01-30,,743.680000,CHF,0.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010011,8,CAS,2001,ACE,2001-01-30,2001-01-30,,-2228.510000,BEF,-89898.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,1,20010011,10,CAS,2001,,2001-01-30,2001-01-30,,-299.600000,BEF,-12086.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,2,CAS,2001,ACE,2001-06-30,2001-06-30,,-198.040000,BEF,-7989.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,4,CAS,2001,ADDELHAIZE,2001-06-30,2001-06-30,,-1065.940000,BEF,-43000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,7,CAS,2001,AGIO,2001-06-30,2001-06-30,,-432.900000,BEF,-17463.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,9,CAS,2001,ALZ,2001-06-30,2001-06-30,,-2420.780000,BEF,-97654.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,11,CAS,2001,ARTHAUD,2001-06-30,2001-06-30,,-441.800000,FRF,-2898.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,13,CAS,2001,ATLASED1,2001-06-30,2001-06-30,,-1100.000000,CHF,-1100.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,15,CAS,2001,BAXTER_TRA,2001-06-30,2001-06-30,,-2560.940000,BEF,-103308.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,17,CAS,2001,CARGILL,2001-06-30,2001-06-30,,-107.390000,BEF,-4332.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,19,CAS,2001,CORA_SA,2001-06-30,2001-06-30,,-19.260000,BEF,-777.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,21,CAS,2001,DISTRIGAZ,2001-06-30,2001-06-30,,-1123.500000,BEF,-45322.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,23,CAS,2001,FAB_FER,2001-06-30,2001-06-30,,-134.680000,BEF,-5433.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,25,CAS,2001,KOMPASSL,2001-06-30,2001-06-30,,-1514.600000,BEF,-61099.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,6,20010012,27,CAS,2001,VW,2001-06-30,2001-06-30,,-113.710000,BEF,-4587.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010013,2,CAS,2001,,2001-12-30,2001-12-30,,297472.230000,BEF,12000000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010013,4,CAS,2001,ACE,2001-12-30,2001-12-30,,-1093.430000,BEF,-44109.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010013,6,CAS,2001,ADDELHAIZE,2001-12-30,2001-12-30,,-465.200000,BEF,-18766.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010013,8,CAS,2001,AGFA,2001-12-30,2001-12-30,,-1000.000000,,0.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010013,10,CAS,2001,AGIO,2001-12-30,2001-12-30,,-1592.240000,BEF,-64231.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010014,2,CAS,2001,,2001-12-30,2001-12-30,,-24789.350000,BEF,-1000000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,2,CAS,2001,ACE,2001-12-30,2001-12-30,,16520.690000,BEF,666443.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,4,CAS,2001,ALTRIPAN,2001-12-30,2001-12-30,,24970.540000,BEF,1007309.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,6,CAS,2001,ARBO,2001-12-30,2001-12-30,,1654.760000,BEF,66753.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,8,CAS,2001,ARTHAUD,2001-12-30,2001-12-30,,-1981.830000,FRF,-13000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,10,CAS,2001,ATLASED1,2001-12-30,2001-12-30,,5319.000000,CHF,5319.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,12,CAS,2001,ATUNMED,2001-12-30,2001-12-30,,3924.680000,DEM,7676.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,14,CAS,2001,BASF,2001-12-30,2001-12-30,,12199.040000,BEF,492108.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,16,CAS,2001,BECKERS,2001-12-30,2001-12-30,,165.250000,BEF,6666.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,18,CAS,2001,BOEL,2001-12-30,2001-12-30,,2225.270000,BEF,89767.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,20,CAS,2001,DUPONT,2001-12-30,2001-12-30,,121.170000,BEF,4888.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,22,CAS,2001,FIDGENER,2001-12-30,2001-12-30,,2175.120000,BEF,87744.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,24,CAS,2001,GIRAFFE,2001-12-30,2001-12-30,,140.210000,BEF,5656.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,26,CAS,2001,HEXCEL,2001-12-30,2001-12-30,,2448.320000,BEF,98765.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,28,CAS,2001,INDUFOR,2001-12-30,2001-12-30,,2253.580000,BEF,90909.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,30,CAS,2001,KIA,2001-12-30,2001-12-30,,2175.930000,BEF,87777.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,32,CAS,2001,LALEMANT,2001-12-30,2001-12-30,,21.960000,BEF,886.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,34,CAS,2001,NEW_HOLLAN,2001-12-30,2001-12-30,,247.870000,BEF,9999.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,36,CAS,2001,OMNISSA,2001-12-30,2001-12-30,,2668.900000,BEF,107663.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,38,CAS,2001,PERSON,2001-12-30,2001-12-30,,220.330000,BEF,8888.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,40,CAS,2001,QUALIPHAR,2001-12-30,2001-12-30,,22.010000,BEF,888.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,42,CAS,2001,SALESKIT,2001-12-30,2001-12-30,,16050.160000,BEF,647462.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010015,44,CAS,2001,TABACCOMAT,2001-12-30,2001-12-30,,412.590000,BEF,16644.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,2,CAS,2001,ACE,2001-12-30,2001-12-30,,-1107.490000,BEF,-44676.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,4,CAS,2001,ADDELHAIZE,2001-12-30,2001-12-30,,-233.020000,BEF,-9400.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,7,CAS,2001,ALZ,2001-12-30,2001-12-30,,-24.790000,BEF,-1000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,9,CAS,2001,ARIA,2001-12-30,2001-12-30,,-440.410000,BEF,-17766.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,11,CAS,2001,ASSOCIATIO,2001-12-30,2001-12-30,,-1068.690000,BEF,-43111.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,13,CAS,2001,ATLASED1,2001-12-30,2001-12-30,,-1000.000000,CHF,-1000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,15,CAS,2001,ATUNMED,2001-12-30,2001-12-30,,-3821.400000,DEM,-7474.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,17,CAS,2001,BAXTER_TRA,2001-12-30,2001-12-30,,-1731.910000,BEF,-69865.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,19,CAS,2001,BEKAERT,2001-12-30,2001-12-30,,-21961.530000,BEF,-885926.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,21,CAS,2001,CITROEN,2001-12-30,2001-12-30,,-7987.400000,BEF,-322211.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010016,23,CAS,2001,EPARCO,2001-12-30,2001-12-30,,-35.520000,BEF,-1433.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010017,2,CAS,2001,EUROFOIL,2001-12-30,2001-12-30,,-1098.710000,BEF,-44322.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010017,4,CAS,2001,GENELIFE,2001-12-30,2001-12-30,,-162.200000,BEF,-6543.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010017,6,CAS,2001,INTRAMET,2001-12-30,2001-12-30,,-134.680000,BEF,-5433.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010017,8,CAS,2001,MARUBENI,2001-12-30,2001-12-30,,-1073.920000,BEF,-43322.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010017,10,CAS,2001,TEC,2001-12-30,2001-12-30,,-16225.720000,BEF,-654544.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010017,12,CAS,2001,UNIROYAL,2001-12-30,2001-12-30,,-1073.920000,BEF,-43322.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010017,14,CAS,2001,ZUIVELUNIE,2001-12-30,2001-12-30,,-1625.040000,BEF,-65554.000000,,,,,,,,,0,,,,,,,
550100,GB1,2001,12,20010018,2,CAS,2001,,2001-12-30,2001-12-30,,-49578.700000,BEF,-2000000.000000,,,,,,,,,0,,,,,,,
550100,GB1,2002,1,20020001,2,CAS,2002,CORMAN,2002-01-30,2002-01-30,,2448.320000,,,,,,,,,,,0,,,,,,,
550100,GB1,2002,1,20020001,4,CAS,2002,ERIKS,2002-01-30,2002-01-30,,189.740000,,,,,,,,,,,0,,,,,,,
550100,GB1,2002,1,20020004,2,CAS,2002,ATLASED1,2002-01-01,2002-01-01,,-1289.050000,CHF,-2000.000000,,,,,,5,,0,0,,,,,,,
550100,PR$,2001,12,101200016,5,PRI,2001,,2001-12-31,2001-12-31,BEF  -> EUR   ORIGINAL BALANS REBUILDING,-0.040000,,,,,,,,,E,,0,,,,,,,
