id,name,date_dep,partner_id:id,method,tax_id:id,total_neg
deposit26678,27007,2005-07-08,auction_db.partner658,keep,,f
deposit26676,27228,2005-07-07,auction_db.partner_unknown,keep,,f
deposit26681,27240,2005-07-11,auction_db.partner2626,keep,,f
deposit26584,27019,2005-06-06,auction_db.partner2513,keep,,t
deposit26622,27119,2005-06-13,auction_db.partner_unknown,keep,,t
deposit25942,26494,2005-01-10,auction_db.partner_unknown,contact,,t
deposit26034,26475,2005-01-28,auction_db.partner1771,contact,,t
deposit26685,27033,2005-07-12,auction_db.partner_unknown,keep,,f
deposit26684,27241,2005-07-12,auction_db.partner_unknown,keep,,f
deposit26269,26824,2005-03-16,auction_db.partner2154,contact,,t
deposit26198,26728,2005-03-02,auction_db.partner2036,contact,,t
deposit26689,27215,2005-07-14,auction_db.partner2633,keep,,f
deposit26690,27218,2005-07-14,auction_db.partner2635,keep,,f
deposit26576,26868,2005-06-02,auction_db.partner_unknown,keep,,t
deposit26259,26769,2005-03-14,auction_db.partner2147,contact,,t
deposit26029,26628,2005-01-26,auction_db.partner_unknown,contact,,t
deposit26476,26968,2005-05-13,auction_db.partner_unknown,keep,,t
deposit26270,26656,2005-03-16,auction_db.partner_unknown,contact,,t
deposit26646,27207,2005-06-27,auction_db.partner2587,keep,,t
deposit26221,26770,2005-03-03,auction_db.partner2048,contact,,t
deposit26692,27200,2005-07-14,auction_db.partner2637,keep,,f
deposit26667,22478,2005-07-06,auction_db.partner453,keep,,f
deposit26691,26802,2005-07-14,auction_db.partner_unknown,keep,,f
deposit196,24962,2004-03-25,auction_db.partner180,contact,,t
deposit1282,25932,2004-08-27,auction_db.partner130,contact,,t
deposit26373,26921,2005-04-19,auction_db.partner1873,contact,,t
deposit25640,26254,2004-10-25,auction_db.partner_unknown,contact,,t
deposit26256,26458,2005-03-14,auction_db.partner794,contact,,t
deposit25938,26479,2005-01-10,auction_db.partner1709,contact,,t
deposit26695,24484,2005-07-15,auction_db.partner204,keep,,f
deposit26173,26534,2005-03-01,auction_db.partner226,contact,,t
deposit26699,26801,2005-07-15,auction_db.partner2644,keep,,f
deposit25869,25902,2004-12-08,auction_db.partner226,contact,,t
deposit26698,26803,2005-07-15,auction_db.partner2643,keep,,f
deposit26697,26804,2005-07-15,auction_db.partner_unknown,keep,,f
deposit25971,26548,2005-01-19,auction_db.partner_unknown,contact,,t
deposit26668,27224,2005-07-06,auction_db.partner4310,keep,,f
deposit26157,26610,2005-02-22,auction_db.partner1979,contact,,t
deposit25892,26409,2004-12-17,auction_db.partner1663,contact,,t
deposit26030,26615,2005-01-26,auction_db.partner544,contact,,t
deposit26152,24442,2005-02-22,auction_db.partner114,contact,,t
deposit616,25582,2004-05-06,auction_db.partner_unknown,contact,,t
deposit26519,26574,2005-05-25,auction_db.partner2469,keep,,t
deposit26701,27248,2005-07-18,auction_db.partner226,keep,,f
deposit302,24678,2004-04-21,auction_db.partner1,contact,,t
deposit25788,26339,2004-11-22,auction_db.partner1394,contact,,t
deposit25909,26435,2004-12-28,auction_db.partner1692,contact,,t
deposit26068,26648,2005-02-07,auction_db.partner_unknown,contact,,t
deposit26708,27261,2005-08-03,auction_db.partner_unknown,keep,,f
deposit26625,27158,2005-06-14,auction_db.partner_unknown,keep,,t
deposit26680,27239,2005-07-08,auction_db.partner_unknown,keep,,f
deposit26012,26613,2005-01-25,auction_db.partner1760,contact,,t
deposit26665,27227,2005-07-05,auction_db.partner1166,keep,,f
deposit25901,26500,2004-12-23,auction_db.partner1684,contact,,t
deposit26672,27219,2005-07-07,auction_db.partner2620,keep,,f
deposit26537,27136,2005-05-30,auction_db.partner206,keep,,t
deposit26543,27140,2005-05-30,auction_db.partner1860,keep,,t
deposit26376,26971,2005-04-19,auction_db.partner1360,contact,,t
deposit26702,27247,2005-07-19,auction_db.partner_unknown,keep,,f
deposit26703,27162,2005-08-01,auction_db.partner2646,keep,,f
deposit26694,27244,2005-07-14,auction_db.partner2640,keep,,f
deposit26533,27133,2005-05-27,auction_db.partner1131,keep,,t
deposit26724,27171,2005-08-17,auction_db.partner_unknown,keep,,f
deposit26717,27245,2005-08-11,auction_db.partner840,keep,,f
deposit26712,27262,2005-08-08,auction_db.partner35,keep,,f
deposit26666,27225,2005-07-06,auction_db.partner2616,keep,,f
deposit26700,27246,2005-07-15,auction_db.partner2645,keep,,f
deposit26632,26906,2005-06-17,auction_db.partner1033,keep,,t
deposit26391,27006,2005-04-28,auction_db.partner_unknown,contact,,t
deposit26723,27267,2005-08-09,auction_db.partner2151,keep,auction_db.tax5,f
deposit26648,27206,2005-06-27,auction_db.partner35,keep,,t
deposit1332,25903,2004-09-02,auction_db.partner55,contact,,t
deposit25708,26303,2004-11-04,auction_db.partner1248,contact,,t
deposit1177,24696,2004-07-07,auction_db.partner684,contact,,t
deposit26728,27243,2005-08-17,auction_db.partner_unknown,keep,auction_db.tax5,f
deposit26722,27272,2005-08-16,auction_db.partner2657,keep,auction_db.tax5,f
deposit26431,26873,2005-04-05,auction_db.partner2392,keep,auction_db.tax5,t
deposit26455,27064,2005-05-11,auction_db.partner2410,keep,,t
deposit26327,26901,2005-04-11,auction_db.partner2250,contact,,t
deposit26730,27198,2005-08-17,auction_db.partner658,keep,,f
deposit26725,27280,2005-08-17,auction_db.partner_unknown,keep,,f
deposit26726,27282,2005-08-17,auction_db.partner2659,keep,,f
deposit26727,27283,2005-08-17,auction_db.partner2048,keep,,f
deposit26732,27286,2005-08-18,auction_db.partner2661,keep,auction_db.tax5,f
deposit26520,27126,2005-05-25,auction_db.partner2470,keep,,t
deposit26720,27269,2005-08-16,auction_db.partner2655,keep,,f
deposit26735,27291,2005-08-18,auction_db.partner468,keep,,f
deposit26737,27292,2005-08-18,auction_db.partner10,keep,,f
deposit26610,27168,2005-06-09,auction_db.partner2526,keep,,t
deposit26740,27293,2005-08-19,auction_db.partner2667,keep,auction_db.tax5,f
deposit25466,25466,2004-03-10,auction_db.partner664,contact,,t
deposit26739,27217,2005-08-19,auction_db.partner2666,keep,auction_db.tax5,f
deposit26744,27299,2005-08-22,auction_db.partner_unknown,keep,,f
deposit26333,26546,2005-04-06,auction_db.partner_unknown,contact,,t
deposit26002,26547,2005-01-24,auction_db.partner1755,contact,,t
deposit26637,26918,2005-06-22,auction_db.partner2581,keep,,t
deposit26677,27120,2005-07-07,auction_db.partner2624,keep,,f
deposit26266,26855,2005-03-15,auction_db.partner2151,contact,,t
deposit26688,26599,2005-07-14,auction_db.partner2634,keep,,f
deposit25638,26248,2004-10-24,auction_db.partner1081,contact,,t
deposit26291,26861,2005-03-25,auction_db.partner2233,contact,,t
deposit26504,26564,2005-05-18,auction_db.partner2430,keep,,t
deposit26749,27303,2005-08-23,auction_db.partner2671,keep,,f
deposit26363,26857,2005-04-18,auction_db.partner777,contact,,t
deposit26754,27305,2005-08-23,auction_db.partner2673,keep,,f
deposit26755,25134,2005-08-23,auction_db.partner_unknown,keep,,f
deposit26748,26600,2005-08-23,auction_db.partner2670,keep,,f
deposit26306,26810,2005-04-06,auction_db.partner2241,contact,,t
deposit26514,27080,2005-05-19,auction_db.partner2437,keep,,t
deposit26752,27288,2005-08-23,auction_db.partner417,keep,,f
deposit609,25716,2004-05-05,auction_db.partner_unknown,contact,,t
deposit26423,27012,2005-05-10,auction_db.partner2393,keep,,t
deposit26658,27151,2005-06-28,auction_db.partner_unknown,keep,,t
deposit26351,26963,2005-04-14,auction_db.partner1915,contact,,t
deposit26759,27310,2005-08-25,auction_db.partner1547,keep,,f
deposit26757,27235,2005-08-24,auction_db.partner2676,keep,,f
deposit24707,24707,2004-03-10,auction_db.partner701,contact,,t
deposit26549,27111,2005-05-30,auction_db.partner920,keep,,t
deposit26190,26707,2005-03-02,auction_db.partner_unknown,contact,,t
deposit25910,26454,2004-12-28,auction_db.partner_unknown,contact,,t
deposit25880,26361,2004-12-13,auction_db.partner1602,contact,,t
deposit26760,27306,2005-08-25,auction_db.partner1683,keep,,f
deposit26763,27311,2005-08-25,auction_db.partner2582,keep,,f
deposit26766,27314,2005-08-27,auction_db.partner2682,keep,,f
deposit26585,27165,2005-06-06,auction_db.partner974,keep,,t
deposit26743,27270,2005-08-22,auction_db.partner2151,keep,,f
deposit291,25658,2004-04-21,auction_db.partner_unknown,contact,,t
deposit26772,27316,2005-08-31,auction_db.partner2749,keep,,f
deposit186,25185,2004-03-25,auction_db.partner170,contact,,t
deposit26767,27297,2005-08-29,auction_db.partner302,keep,,f
deposit26729,27287,2005-08-17,auction_db.partner2388,keep,,f
deposit26418,26889,2005-03-23,auction_db.partner2389,keep,auction_db.tax5,t
deposit26768,27315,2005-08-30,auction_db.partner2731,keep,,f
deposit26713,27264,2005-08-10,auction_db.partner2652,keep,,f
deposit26277,26722,2005-03-16,auction_db.partner2157,contact,,t
deposit26777,27300,2005-09-01,auction_db.partner2757,keep,,f
deposit26779,27346,2005-09-01,auction_db.partner_unknown,keep,,f
deposit26559,27147,2005-05-31,auction_db.partner_unknown,keep,,t
deposit26711,27195,2005-08-04,auction_db.partner_unknown,keep,,f
deposit26780,27348,2005-09-01,auction_db.partner2487,keep,,f
deposit26337,26882,2005-04-12,auction_db.partner2259,contact,,t
deposit26786,27351,2005-09-02,auction_db.partner_unknown,keep,,f
deposit26784,27336,2005-09-01,auction_db.partner_unknown,keep,,f
deposit25731,26311,2004-11-07,auction_db.partner1270,contact,,t
deposit26614,27174,2005-06-10,auction_db.partner2528,keep,,t
deposit26785,27350,2005-09-02,auction_db.partner_unknown,keep,,f
deposit4,26084,2004-09-24,auction_db.partner37,contact,,t
deposit26187,26753,2005-03-01,auction_db.partner544,contact,,t
deposit26705,27260,2005-08-02,auction_db.partner2647,keep,,f
deposit1315,25976,2004-09-01,auction_db.partner684,contact,,t
deposit26461,27027,2005-05-12,auction_db.partner_unknown,keep,,t
deposit26793,27363,2005-09-05,auction_db.partner319,keep,,f
deposit26803,27342,2005-09-06,auction_db.partner_unknown,keep,,f
deposit26794,26829,2005-09-06,auction_db.partner649,keep,auction_db.tax5,f
deposit26790,27344,2005-09-01,auction_db.partner2762,keep,auction_db.tax5,f
deposit26704,27251,2005-08-01,auction_db.partner1972,keep,,f
deposit1458,26026,2004-09-15,auction_db.partner_unknown,contact,,t
deposit26801,27338,2005-09-06,auction_db.partner2768,keep,,f
deposit26555,26976,2005-05-31,auction_db.partner996,keep,,t
deposit26795,27367,2005-09-06,auction_db.partner1716,keep,,f
deposit26796,27368,2005-09-06,auction_db.partner1903,keep,,f
deposit26800,27366,2005-09-06,auction_db.partner_unknown,keep,,f
deposit26799,27370,2005-09-06,auction_db.partner1491,keep,,f
deposit26806,27378,2005-09-07,auction_db.partner2772,keep,,f
deposit26809,27318,2005-08-31,auction_db.partner776,keep,auction_db.tax5,f
deposit26808,27381,2005-09-07,auction_db.partner2719,keep,,f
deposit26804,26533,2005-09-06,auction_db.partner226,keep,,f
deposit26782,27337,2005-09-02,auction_db.partner1375,keep,auction_db.tax5,f
deposit26812,27379,2005-09-07,auction_db.partner_unknown,keep,,f
deposit26813,27323,2005-09-07,auction_db.partner856,keep,auction_db.tax5,f
deposit26823,27375,2005-09-08,auction_db.partner2788,keep,,f
deposit26464,27086,2005-05-12,auction_db.partner2413,keep,,t
deposit26814,27335,2005-09-07,auction_db.partner342,keep,auction_db.tax5,f
deposit26687,27242,2005-07-13,auction_db.partner_unknown,keep,,f
deposit26407,26840,2005-05-04,auction_db.partner_unknown,keep,,t
deposit411,25512,2004-04-29,auction_db.partner_unknown,contact,,t
deposit26365,26964,2005-04-18,auction_db.partner794,contact,,t
deposit26821,27330,2005-09-08,auction_db.partner2479,keep,,f
deposit26745,27301,2005-08-22,auction_db.partner2668,keep,,f
deposit26820,27374,2005-09-08,auction_db.partner2786,keep,,f
deposit26741,27296,2005-08-19,auction_db.partner2622,keep,auction_db.tax5,f
deposit26825,27354,2005-09-09,auction_db.partner2790,keep,,f
deposit26601,27101,2005-06-08,auction_db.partner2522,keep,auction_db.tax5,t
deposit26817,27372,2005-09-07,auction_db.partner2285,keep,,f
deposit26824,27382,2005-09-07,auction_db.partner1389,keep,auction_db.tax5,f
deposit26811,27347,2005-09-07,auction_db.partner2485,keep,auction_db.tax5,f
deposit26686,27124,2005-07-13,auction_db.partner2632,keep,,f
deposit26736,27192,2005-08-18,auction_db.partner658,keep,,f
deposit26807,27353,2005-09-02,auction_db.partner2771,keep,auction_db.tax5,f
deposit26816,27329,2005-09-07,auction_db.partner2776,keep,,f
deposit26774,27332,2005-09-01,auction_db.partner453,keep,,f
deposit26769,27321,2005-08-31,auction_db.partner453,keep,,f
deposit26314,26924,2005-04-07,auction_db.partner_unknown,contact,,t
deposit25846,26379,2004-12-03,auction_db.partner_unknown,contact,,t
deposit26217,26807,2005-03-03,auction_db.partner_unknown,contact,,t
deposit26826,27395,2005-09-09,auction_db.partner638,keep,,f
deposit26815,27345,2005-09-07,auction_db.partner3031,keep,,f
deposit26810,27326,2005-08-31,auction_db.partner1972,keep,auction_db.tax5,f
deposit26683,27223,2005-07-12,auction_db.partner2629,keep,,f
deposit26781,27339,2005-09-01,auction_db.partner1493,keep,,f
deposit26762,27313,2005-08-25,auction_db.partner2679,keep,,f
deposit26742,27295,2005-08-19,auction_db.partner2809,keep,,f
deposit26764,27322,2005-08-25,auction_db.partner2681,keep,,f
deposit26716,27265,2005-08-10,auction_db.partner2810,keep,,f
deposit26051,26477,2004-12-14,auction_db.partner1860,contact,,t
deposit26773,27331,2005-08-31,auction_db.partner1040,keep,,f
deposit25580,26163,2004-10-09,auction_db.partner_unknown,contact,,t
deposit111,25528,2004-03-18,auction_db.partner_unknown,contact,,t
deposit26422,27066,2005-05-10,auction_db.partner_unknown,keep,,t
deposit26833,27388,2005-09-13,auction_db.partner2156,keep,,f
deposit26670,27229,2005-07-06,auction_db.partner2619,keep,,f
deposit26829,27391,2005-09-12,auction_db.partner2802,keep,,f
deposit26746,26939,2005-08-22,auction_db.partner864,keep,,f
deposit26707,27259,2005-08-02,auction_db.partner2649,keep,,f
deposit26682,27231,2005-07-12,auction_db.partner2627,keep,,f
deposit26528,27110,2005-05-26,auction_db.partner1724,keep,,t
deposit25275,25275,2004-03-10,auction_db.partner3159,contact,,t
deposit26771,27319,2005-08-31,auction_db.partner_unknown,keep,,f
deposit26693,27211,2005-07-14,auction_db.partner2638,keep,,f
deposit26674,27236,2005-07-07,auction_db.partner2622,keep,,f
deposit26440,26965,2005-05-11,auction_db.partner2402,keep,,t
deposit26604,22940,2005-06-08,auction_db.partner_unknown,keep,auction_db.tax5,t
deposit26839,27412,2005-09-13,auction_db.partner2812,keep,auction_db.tax5,f
deposit26834,27413,2005-09-13,auction_db.partner10,keep,auction_db.tax5,f
deposit26750,27278,2005-08-23,auction_db.partner459,keep,,f
deposit26088,26676,2005-02-10,auction_db.partner1910,contact,,t
deposit25889,26341,2004-12-16,auction_db.partner1628,contact,,t
deposit26588,27157,2005-06-07,auction_db.partner1375,keep,auction_db.tax5,t
deposit26734,27220,2005-08-18,auction_db.partner2664,keep,,f
deposit26561,26837,2005-05-31,auction_db.partner2485,keep,,t
deposit25810,26336,2004-11-23,auction_db.partner1406,contact,,t
deposit25730,26044,2004-11-06,auction_db.partner1269,contact,,t
deposit26611,27178,2005-06-09,auction_db.partner896,keep,auction_db.tax5,t
deposit26564,26816,2005-06-01,auction_db.partner2486,keep,,t
deposit26669,27226,2005-07-06,auction_db.partner2618,keep,,f
deposit26459,27087,2005-05-12,auction_db.partner996,keep,,t
deposit25562,23784,2004-10-04,auction_db.partner_unknown,contact,,t
deposit26787,27352,2005-09-02,auction_db.partner1471,keep,,f
deposit26617,26204,2005-06-10,auction_db.partner_unknown,keep,auction_db.tax5,t
deposit26731,27214,2005-08-17,auction_db.partner2660,keep,,f
deposit25593,26123,2004-10-13,auction_db.partner1021,contact,auction_db.tax5,t
deposit26586,27164,2005-06-03,auction_db.partner2521,keep,auction_db.tax5,t
deposit604,25440,2004-05-03,auction_db.partner396,contact,,t
deposit26706,27258,2005-08-02,auction_db.partner732,keep,,f
deposit26052,26640,2005-02-02,auction_db.partner_unknown,contact,,t
deposit26770,27324,2005-08-31,auction_db.partner2739,keep,,f
deposit26444,27001,2005-05-11,auction_db.partner2406,keep,,t
deposit26791,27361,2005-09-05,auction_db.partner2764,keep,,f
deposit26840,27276,2005-09-14,auction_db.partner2815,keep,auction_db.tax5,f
deposit26364,26462,2005-04-18,auction_db.partner794,contact,,t
deposit26831,27333,2005-09-13,auction_db.partner2804,keep,,f
deposit26838,27421,2005-09-14,auction_db.partner2813,keep,,f
deposit26842,27373,2005-09-14,auction_db.partner2814,keep,,f
deposit26819,27390,2005-09-08,auction_db.partner182,keep,,f
deposit340,24924,2004-04-21,auction_db.partner1,contact,,t
deposit26837,27410,2005-09-14,auction_db.partner2813,keep,,f
deposit26841,27405,2005-09-12,auction_db.partner2816,keep,auction_db.tax5,f
deposit26719,27268,2005-08-16,auction_db.partner1033,keep,,f
deposit26792,27360,2005-09-05,auction_db.partner2763,keep,,f
deposit26478,27098,2005-05-13,auction_db.partner14,keep,auction_db.tax5,t
deposit26430,27063,2005-05-10,auction_db.partner2399,keep,,t
deposit26377,26892,2005-04-20,auction_db.partner2277,contact,,t
deposit26765,27159,2005-08-26,auction_db.partner1602,keep,,f
deposit26747,26940,2005-08-22,auction_db.partner2669,keep,,f
deposit26843,27416,2005-09-14,auction_db.partner1729,keep,auction_db.tax5,f
deposit26470,26829,2005-03-06,auction_db.partner649,keep,auction_db.tax5,t
deposit26517,27122,2005-05-25,auction_db.partner1212,keep,,t
deposit26530,27036,2005-05-26,auction_db.partner2475,keep,,t
deposit26783,27284,2005-09-02,auction_db.partner2761,keep,,f
deposit26568,27130,2005-06-01,auction_db.partner2487,keep,,t
deposit26550,26999,2005-05-30,auction_db.partner2481,keep,,t
deposit26721,27271,2005-08-16,auction_db.partner2656,contact,,f
deposit26577,22000,2005-06-02,auction_db.partner2491,keep,,t
deposit26778,27340,2005-09-01,auction_db.partner2808,keep,,f
deposit26751,27289,2005-08-23,auction_db.partner_unknown,keep,,f
deposit1058,25847,2004-06-10,auction_db.partner_unknown,contact,,t
deposit26844,27409,2005-09-13,auction_db.partner_unknown,keep,auction_db.tax5,f
deposit26846,27250,2005-09-16,auction_db.partner2818,keep,auction_db.tax5,f
deposit26738,27273,2005-08-18,auction_db.partner2665,keep,auction_db.tax5,f
deposit25801,26288,2004-11-22,auction_db.partner1397,contact,,t
deposit26696,26806,2005-07-15,auction_db.partner2641,keep,,f
deposit26664,27191,2005-06-30,auction_db.partner2410,keep,,f
deposit26822,27341,2005-09-08,auction_db.partner2787,keep,,f
deposit765,24705,2004-05-31,auction_db.partner_unknown,contact,,t
deposit26980,27575,2005-10-19,auction_db.partner_unknown,keep,,f
deposit26958,27411,2005-10-11,auction_db.partner3027,keep,,f
deposit26982,27514,2005-10-19,auction_db.partner3088,keep,,f
deposit26984,27577,2005-10-19,auction_db.partner2814,keep,,f
deposit37,26862,2005-05-03,auction_db.partner16,keep,,t
deposit26987,27581,2005-10-20,auction_db.partner3091,keep,,f
deposit26990,27398,2005-10-20,auction_db.partner585,keep,,f
deposit27003,27599,2005-10-24,auction_db.partner_unknown,keep,,f
deposit26999,27593,2005-10-24,auction_db.partner3139,keep,,f
deposit27000,27595,2005-10-24,auction_db.partner3010,keep,,f
deposit259,25320,2004-04-06,auction_db.partner251,contact,,t
deposit26993,27343,2005-10-20,auction_db.partner221,keep,,f
deposit397,25694,2004-04-29,auction_db.partner_unknown,contact,,t
deposit26952,27389,2005-10-10,auction_db.partner864,keep,,f
deposit26998,27380,2005-10-24,auction_db.partner658,keep,,f
deposit27014,27612,2005-10-25,auction_db.partner313,keep,,f
deposit27025,27414,2005-10-26,auction_db.partner3152,keep,,f
deposit26776,27275,2005-09-01,auction_db.partner_unknown,keep,,f
deposit1060,25773,2004-06-11,auction_db.partner_unknown,contact,,t
deposit424,24983,2004-04-30,auction_db.partner_unknown,contact,,t
deposit766,25252,2004-05-31,auction_db.partner_unknown,contact,,t
deposit26194,26784,2005-03-02,auction_db.partner_unknown,contact,,t
deposit184,25558,2004-03-25,auction_db.partner_unknown,contact,,t
deposit27008,27604,2005-10-25,auction_db.partner3143,keep,,f
deposit27019,27625,2005-10-26,auction_db.partner1129,keep,,f
deposit27004,27586,2005-10-24,auction_db.partner3140,keep,,f
deposit27013,27611,2005-10-25,auction_db.partner1254,keep,,f
deposit27022,27626,2005-10-26,auction_db.partner2142,keep,,f
deposit26986,27580,2005-10-20,auction_db.partner870,keep,,f
deposit27024,27632,2005-10-26,auction_db.partner3151,keep,,f
deposit26985,27576,2005-10-19,auction_db.partner3090,keep,,f
deposit26969,27482,2005-10-12,auction_db.partner3036,keep,,f
deposit27032,27638,2005-10-27,auction_db.partner3155,keep,,f
deposit27031,27637,2005-10-27,auction_db.partner3154,keep,,f
deposit27028,27635,2005-10-27,auction_db.partner2023,keep,,f
deposit27021,27622,2005-10-26,auction_db.partner2233,keep,,f
deposit27033,27639,2005-10-27,auction_db.partner2752,keep,,f
deposit27037,27640,2005-10-27,auction_db.partner3157,keep,,f
deposit27023,27631,2005-10-26,auction_db.partner3150,keep,,f
deposit27035,27641,2005-10-27,auction_db.partner2787,keep,,f
deposit27034,27564,2005-10-27,auction_db.partner3156,keep,,f
deposit27029,27548,2005-10-27,auction_db.partner201,keep,,f
deposit27038,24552,2005-10-28,auction_db.partner3010,keep,,f
deposit27040,23884,2005-10-28,auction_db.partner3158,keep,,f
deposit27051,27589,2005-11-02,auction_db.partner2375,keep,,f
deposit27041,27647 ,2005-10-28,auction_db.partner2984,keep,,f
deposit1324,25983,2004-09-02,auction_db.partner_unknown,contact,,t
deposit26832,27349,2005-09-12,auction_db.partner2805,keep,auction_db.tax5,f
deposit27044,24176,2005-10-28,auction_db.partner3160,keep,,f
deposit25785,26348,2004-11-19,auction_db.partner658,contact,,t
deposit26324,26779,2005-04-11,auction_db.partner2249,contact,,t
deposit27043,27474,2005-10-28,auction_db.partner372,keep,,f
deposit26956,27478,2005-10-10,auction_db.partner3025,keep,,f
deposit27054,27401,2005-11-04,auction_db.partner805,keep,,f
deposit27055,27669,2005-11-04,auction_db.partner638,keep,,f
deposit27068,27605,2005-11-07,auction_db.partner_unknown,keep,,f
deposit27056,27408,2005-11-04,auction_db.partner3164,keep,,f
deposit26970,27396,2005-10-13,auction_db.partner1211,keep,,f
deposit27058,27617,2005-11-04,auction_db.partner3165,keep,,f
deposit27061,27426,2005-11-04,auction_db.partner1397,keep,,f
deposit26718,27249,2005-08-11,auction_db.partner_unknown,keep,,f
deposit27070,27551,2005-11-07,auction_db.partner3171,keep,,f
deposit27066,27609,2005-11-07,auction_db.partner3034,keep,,f
deposit25787,23458,2004-11-19,auction_db.partner2567,contact,,t
deposit1384,26023,2004-09-09,auction_db.partner_unknown,contact,,t
deposit27059,27661,2005-11-04,auction_db.partner_unknown,keep,,f
deposit27078,27561,2005-11-08,auction_db.partner_unknown,keep,,f
deposit27062,27667,2005-11-04,auction_db.partner3166,keep,,f
deposit27073,27627,2005-11-07,auction_db.partner_unknown,keep,,f
deposit27079,27676,2005-11-08,auction_db.partner3175,keep,,f
deposit27085,27547,2005-11-08,auction_db.partner_unknown,keep,,f
deposit27080,27677,2005-11-08,auction_db.partner_unknown,keep,,f
deposit26818,27328,2005-08-01,auction_db.partner2776,keep,auction_db.tax5,f
deposit27006,27481,2005-10-24,auction_db.partner3141,keep,,f
deposit25919,26513,2005-01-04,auction_db.partner_unknown,contact,,t
deposit27015,27614,2005-10-26,auction_db.partner3145,keep,,f
deposit26761,27290,2005-08-25,auction_db.partner2678,keep,,f
deposit27071,27674,2005-11-07,auction_db.partner_unknown,keep,,f
deposit27090,27683,2005-11-09,auction_db.partner3179,keep,,f
deposit27087,27685,2005-11-09,auction_db.partner_unknown,keep,,f
deposit27011,27610,2005-10-25,auction_db.partner_unknown,keep,,f
deposit27104,27691,2005-11-10,auction_db.partner2763,keep,,f
deposit27089,27682,2005-11-09,auction_db.partner3178,keep,,f
deposit27102,27387,2005-11-10,auction_db.partner2040,keep,,f
deposit26797,27285,2005-09-06,auction_db.partner2766,keep,,f
deposit27092,27659,2005-11-06,auction_db.partner_unknown,keep,auction_db.tax5,f
deposit26948,27531,2005-10-07,auction_db.partner2380,keep,,f
deposit26802,27357,2005-09-06,auction_db.partner35,keep,,f
deposit27096,27688,2005-11-09,auction_db.partner3184,keep,,f
deposit26965,27123,2005-10-12,auction_db.partner3033,keep,,f
deposit27106,27601,2005-11-10,auction_db.partner3187,keep,,f
deposit26973,27442,2005-10-13,auction_db.partner3038,keep,,f
deposit27108,27502,2005-11-10,auction_db.partner_unknown,keep,auction_db.tax5,f
deposit27107,27403,2005-11-10,auction_db.partner2771,keep,,f
deposit1239,25919,2004-05-21,auction_db.partner718,contact,,t
deposit27091,27658,2005-11-09,auction_db.partner3180,keep,,f
deposit27103,27686,2005-11-10,auction_db.partner2269,keep,,f
deposit27099,27679,2005-11-10,auction_db.partner1033,keep,,f
deposit27098,27643,2005-10-27,auction_db.partner3185,keep,auction_db.tax5,f
deposit27105,27690,2005-11-10,auction_db.partner372,keep,,f
deposit339,23988,2004-04-21,auction_db.partner_unknown,contact,,t
deposit27100,27657,2005-11-02,auction_db.partner_unknown,keep,auction_db.tax5,f
deposit26971,27462,2005-10-13,auction_db.partner3037,keep,,f
deposit26830,27320,2005-09-12,auction_db.partner2216,keep,,f
deposit27113,27663,2005-11-10,auction_db.partner3190,keep,auction_db.tax5,f
deposit26997,27591,2005-10-24,auction_db.partner_unknown,keep,,f
deposit27116,27620,2005-11-10,auction_db.partner_unknown,keep,auction_db.tax5,f
deposit27125,27702,2005-11-14,auction_db.partner3193,keep,auction_db.tax5,f
deposit27129,27646,2005-11-15,auction_db.partner372,keep,auction_db.tax5,f
deposit27112,27553,2005-11-10,auction_db.partner3189,keep,auction_db.tax5,f
deposit27114,27624,2005-11-10,auction_db.partner1129,keep,auction_db.tax5,f
deposit26947,27533,2005-10-07,auction_db.partner3021,keep,,f
deposit27111,27696,2005-11-10,auction_db.partner3188,keep,,f
deposit25781,26371,2004-11-18,auction_db.partner1391,contact,,t
deposit27123,27497,2005-11-15,auction_db.partner644,keep,,f
deposit27127,27689,2005-11-15,auction_db.partner372,keep,auction_db.tax5,f
deposit27046,27649,2005-10-28,auction_db.partner_unknown,keep,,f
deposit26828,27263,2005-09-09,auction_db.partner2801,keep,,f
deposit27110,27697,2005-11-10,auction_db.partner1686,keep,,f
deposit27117,27550,2005-11-10,auction_db.partner3192,keep,auction_db.tax5,f
deposit26950,27532,2005-10-07,auction_db.partner417,keep,,f
deposit26710,27234,2005-08-03,auction_db.partner359,keep,,f
deposit27115,27538,2005-11-10,auction_db.partner3191,keep,auction_db.tax5,f
deposit1129,25849,2004-06-23,auction_db.partner644,contact,,t
deposit26845,27423,2005-09-15,auction_db.partner_unknown,keep,,f
deposit27122,27706,2005-11-14,auction_db.partner3197,keep,auction_db.tax5,f
deposit26966,27424,2005-10-12,auction_db.partner2771,keep,,f
deposit26964,27364,2005-10-12,auction_db.partner3032,keep,,f
deposit27124,27708,2005-11-15,auction_db.partner1515,keep,,f
deposit26875,27450,2005-09-26,auction_db.partner2905,keep,,f
deposit27057,27662,2005-11-04,auction_db.partner315,keep,,f
deposit27118,27701,2005-11-14,auction_db.partner3193,keep,,f
deposit27126,27660,2005-11-15,auction_db.partner3198,keep,auction_db.tax5,f
deposit27036,27642,2005-10-27,auction_db.partner2926,keep,,f
deposit27060,27590,2005-11-04,auction_db.partner2926,keep,,f
deposit27120,27544,2005-11-14,auction_db.partner1905,keep,,f
